50/50 H2O/SiO2 EOS table for planetary interior model (WITH phase equilibrium), 51 temps, 147 densities
***UvA version, Allona Vazan***  June 2018 ***
units:    1 keV = 1.1605e+7 Kelvin; 1 jrk = 1.e+16 erg
          1 jrk/cc = 1.e+4 Mbar

 lgT(Kev)  lgro          log P(jrk/cc)              u(jrk/g)                 s(jrk/g-keV)
-4.90     0.70    -3.444625004927546E+00     7.545524294514373E-05     1.584003129129967E-04
-4.90     0.80    -3.142123162862108E+00     1.026572205146473E-04     9.802741187946124E-05
-4.90     0.90    -2.864564355485590E+00     1.422642809212964E-04     6.661114502117504E-05
-4.90     1.00    -2.604406916706932E+00     1.982893342943377E-04     4.892859627969844E-05
-4.90     1.10    -2.357369369562349E+00     2.756976748621653E-04     3.801738798424941E-05
-4.90     1.20    -2.120701645123191E+00     3.805806925828172E-04     3.067517494899365E-05
-4.90     1.30    -1.892487929488293E+00     5.203570991078659E-04     2.536170153549679E-05
-4.90     1.40    -1.671318020723640E+00     7.040279511176947E-04     2.129478971002706E-05
-4.90     1.50    -1.456110522362049E+00     9.424560783225093E-04     1.805386062819916E-05
-4.90     1.60    -1.246011583754645E+00     1.248687183003766E-03     1.539867747256659E-05
-4.90     1.70    -1.040331925814449E+00     1.638345040498260E-03     1.318295922513832E-05
-4.90     1.80    -8.385054293480425E-01     2.130087532367949E-03     1.131163225049309E-05
-4.90     1.90    -6.400608326270594E-01     2.746141138037381E-03     9.718931628557557E-06
-4.90     2.00    -4.446015568930165E-01     3.512925301814372E-03     8.356738221406103E-06
-4.80   -12.60    -1.978107972825860E+01     3.708408902525084E-05     1.600283378264489E-01
-4.80   -12.50    -1.978107972825860E+01     3.621444044245522E-05     1.278410822611448E-01
-4.80   -12.40    -1.978107972825860E+01     3.552365401885268E-05     1.022738363673375E-01
-4.80   -12.30    -1.978107972825860E+01     3.497494285842100E-05     8.196505106974786E-02
-4.80   -12.20    -1.978107972825860E+01     3.453908609098178E-05     6.583320949491878E-02
-4.80   -12.10    -1.978107972825860E+01     3.419287275430916E-05     5.301923225393326E-02
-4.80   -12.00    -1.978107972825860E+01     3.391786572575199E-05     4.284072833230410E-02
-4.80   -11.90    -1.978107972825860E+01     3.369941987822139E-05     3.475565528010224E-02
-4.80   -11.80    -1.978107972825860E+01     3.352590217376958E-05     2.833345347492985E-02
-4.80   -11.70    -1.978107972825860E+01     3.338807216189896E-05     2.323211725198411E-02
-4.80   -11.60    -1.978107972825860E+01     3.327858989187773E-05     1.917998185527665E-02
-4.80   -11.50    -1.978107972825860E+01     3.319162503359818E-05     1.596125629874624E-02
-4.80   -11.40    -1.978107972825860E+01     3.312254639123792E-05     1.340453170936550E-02
-4.80   -11.30    -1.978107972825860E+01     3.306767527519475E-05     1.137365317960654E-02
-4.80   -11.20    -1.978107972825860E+01     3.302408959845082E-05     9.760469022123630E-03
-4.80   -11.10    -1.978107972825860E+01     3.298946826478356E-05     8.479071298025082E-03
-4.80   -11.00    -1.978107972825860E+01     3.296196756192785E-05     7.461220905862165E-03
-4.80   -10.90    -1.978107972825860E+01     3.294012297717479E-05     6.652713600641981E-03
-4.80   -10.80    -1.978107972825860E+01     3.292277120672962E-05     6.010493420124743E-03
-4.80   -10.70    -1.978107972825860E+01     3.290898820554255E-05     5.500359797830168E-03
-4.80   -10.60    -1.978107972825860E+01     3.289803997854042E-05     5.095146258159423E-03
-4.80   -10.50    -1.978107972825860E+01     3.288934349271247E-05     4.773273702506381E-03
-4.80   -10.40    -1.978107972825860E+01     3.288243562847644E-05     4.517601243568307E-03
-4.80   -10.30    -1.978107972825860E+01     3.287694851687213E-05     4.314513390592412E-03
-4.80   -10.20    -1.978107972825860E+01     3.287258994919774E-05     4.153194974844121E-03
-4.80   -10.10    -1.978107972825860E+01     3.286912781583101E-05     4.025055202434265E-03
-4.80   -10.00    -1.978107972825860E+01     3.286637774554544E-05     3.923270163217974E-03
-4.80    -9.90    -1.978107972825860E+01     3.286419328707013E-05     3.842419432695955E-03
-4.80    -9.80    -1.978107972825860E+01     3.286245811002561E-05     3.778197414644232E-03
-4.80    -9.70    -1.978107972825860E+01     3.286107980990690E-05     3.727184052414774E-03
-4.80    -9.60    -1.978107972825860E+01     3.285998498720668E-05     3.686662698447699E-03
-4.80    -9.50    -1.978107972825860E+01     3.285911533862390E-05     3.654475442882396E-03
-4.80    -9.40    -1.978107972825860E+01     3.285842455220030E-05     3.628908196988588E-03
-4.80    -9.30    -1.978107972825860E+01     3.285787584103986E-05     3.608599411690998E-03
-4.80    -9.20    -1.978107972825860E+01     3.285743998427242E-05     3.592467570116169E-03
-4.80    -9.10    -1.978107972825860E+01     3.285709377093576E-05     3.579653592875183E-03
-4.80    -9.00    -1.978107972825860E+01     3.285681876390720E-05     3.569475088953554E-03
-4.80    -8.90    -1.978107972825860E+01     3.285660031805967E-05     3.561390015901353E-03
-4.80    -8.80    -1.978107972825860E+01     3.285642680035522E-05     3.554967814096180E-03
-4.80    -8.70    -1.978107972825860E+01     3.285628897034334E-05     3.549866477873235E-03
-4.80    -8.60    -1.978107972825860E+01     3.285617948807332E-05     3.545814342476527E-03
-4.80    -8.50    -1.978107972825860E+01     3.285609252321504E-05     3.542595616919997E-03
-4.80    -8.40    -1.978107972825860E+01     3.285602344457268E-05     3.540038892330616E-03
-4.80    -8.30    -1.978107972825860E+01     3.285596857345664E-05     3.538008013800857E-03
-4.80    -8.20    -1.978107972825860E+01     3.285592498777990E-05     3.536394829643375E-03
-4.80    -8.10    -1.978107972825860E+01     3.285589036644622E-05     3.535113431919276E-03
-4.80    -8.00    -1.978107972825860E+01     3.285586286574337E-05     3.534095581527113E-03
-4.80    -7.90    -1.978107972825860E+01     3.285584102115862E-05     3.533287074221892E-03
-4.80    -7.80    -1.978107972825860E+01     3.285582366938817E-05     3.532644854041376E-03
-4.80    -7.70    -1.978107972825860E+01     3.285580988638698E-05     3.532134720419081E-03
-4.80    -7.60    -1.978107972825860E+01     3.285579893815998E-05     3.531729506879410E-03
-4.80    -7.50    -1.978107972825860E+01     3.285579024167416E-05     3.531407634323757E-03
-4.80    -7.40    -1.978107972825860E+01     3.285578333380992E-05     3.531151961864819E-03
-4.80    -7.30    -1.978107972825860E+01     3.285577784669832E-05     3.530948874011843E-03
-4.80    -7.20    -1.978107972825860E+01     3.285577348813064E-05     3.530787555596095E-03
-4.80    -7.10    -1.978107972825860E+01     3.285577002599728E-05     3.530659415823685E-03
-4.80    -7.00    -1.978107972825860E+01     3.285576727592698E-05     3.530557630784468E-03
-4.80    -6.90    -1.978107972825860E+01     3.285576509146852E-05     3.530476780053946E-03
-4.80    -6.80    -1.978107972825860E+01     3.285576335629147E-05     3.530412558035895E-03
-4.80    -6.70    -1.978107972825860E+01     3.285576197799135E-05     3.530361544673666E-03
-4.80    -6.60    -1.978107972825860E+01     3.285576088316865E-05     3.530321023319698E-03
-4.80    -6.50    -1.978107972825860E+01     3.285576001352006E-05     3.530288836064133E-03
-4.80    -6.40    -1.978107972825860E+01     3.285575932273365E-05     3.530263268818239E-03
-4.80    -6.30    -1.978107972825860E+01     3.285575877402248E-05     3.530242960032941E-03
-4.80    -6.20    -1.978107972825860E+01     3.285575833816571E-05     3.530226828191366E-03
-4.80    -6.10    -1.978107972825860E+01     3.285575799195238E-05     3.530214014214126E-03
-4.80    -6.00    -1.978107972825860E+01     3.285575771694535E-05     3.530203835710204E-03
-4.80    -5.90    -1.978107972825860E+01     3.285575749849950E-05     3.530195750637152E-03
-4.80    -5.80    -1.978107972825860E+01     3.285575732498180E-05     3.530189328435347E-03
-4.80    -5.70    -1.978107972825860E+01     3.285575718715179E-05     3.530184227099124E-03
-4.80    -5.60    -1.978107972825860E+01     3.285575707766951E-05     3.530180174963727E-03
-4.80    -5.50    -1.978107972825860E+01     3.285575699070465E-05     3.530176956238171E-03
-4.80    -5.40    -1.978107972825860E+01     3.285575692162601E-05     3.530174399513581E-03
-4.80    -5.30    -1.978107972825860E+01     3.285575686675490E-05     3.530172368635052E-03
-4.80    -5.20    -1.978107972825860E+01     3.285575682316922E-05     3.530170755450894E-03
-4.80    -5.10    -1.978107972825860E+01     3.285575678854789E-05     3.530169474053170E-03
-4.80    -5.00    -1.978107972825860E+01     3.285575676104719E-05     3.530168456202778E-03
-4.80    -4.90    -1.978107972825860E+01     3.285575673920260E-05     3.530167647695472E-03
-4.80    -4.80    -1.978107972825860E+01     3.285575672185083E-05     3.530167005475292E-03
-4.80    -4.70    -1.978107972825860E+01     3.285575670806783E-05     3.530166495341670E-03
-4.80    -4.60    -1.978107972825860E+01     3.285575669711961E-05     3.530166090128130E-03
-4.80    -4.50    -1.978107972825860E+01     3.285575668842311E-05     3.530165768255575E-03
-4.80    -4.40    -1.978107972825860E+01     3.285575668151525E-05     3.530165512583116E-03
-4.80    -4.30    -1.978107972825860E+01     3.285575667602814E-05     3.530165309495262E-03
-4.80    -4.20    -1.978107972825860E+01     3.285575667166957E-05     3.530165148176847E-03
-4.80    -4.10    -1.978107972825860E+01     3.285575666820743E-05     3.530165020037074E-03
-4.80    -4.00    -1.978107972825860E+01     3.285575666545737E-05     3.530164918252035E-03
-4.80    -3.90    -1.978107972825860E+01     3.285575666327291E-05     3.530164837401304E-03
-4.80    -3.80    -1.978107972825860E+01     3.285575666153773E-05     3.530164773179287E-03
-4.80    -3.70    -1.978107972825860E+01     3.285575666015944E-05     3.530164722165924E-03
-4.80    -3.60    -1.978107972825860E+01     3.285575665906461E-05     3.530164681644570E-03
-4.80    -3.50    -1.978107972825860E+01     3.285575665819496E-05     3.530164649457314E-03
-4.80    -3.40    -1.978107972825860E+01     3.285575665750417E-05     3.530164623890069E-03
-4.80    -3.30    -1.978107972825860E+01     3.285575665695546E-05     3.530164603581283E-03
-4.80    -3.20    -1.978107972825860E+01     3.285575665651961E-05     3.530164587449442E-03
-4.80    -3.10    -1.978107972825860E+01     3.285575665617340E-05     3.530164574635465E-03
-4.80    -3.00    -1.978107972825860E+01     3.285575665589838E-05     3.530164564456961E-03
-4.80    -2.90    -1.978107972825860E+01     3.285575665567994E-05     3.530164556371888E-03
-4.80    -2.80    -1.978107972825860E+01     3.285575665550642E-05     3.530164549949685E-03
-4.80    -2.70    -1.978107972825860E+01     3.285575665536859E-05     3.530164544848349E-03
-4.80    -2.60    -1.978107972825860E+01     3.285575665525912E-05     3.530164540796214E-03
-4.80    -2.50    -1.978107972825860E+01     3.285575665517214E-05     3.530164537577488E-03
-4.80    -2.40    -1.978107972825860E+01     3.285575665510307E-05     3.530164535020764E-03
-4.80    -2.30    -1.978107972825860E+01     3.285575665504820E-05     3.530164532989885E-03
-4.80    -2.20    -1.978107972825860E+01     3.285575665500461E-05     3.530164531376702E-03
-4.80    -2.10    -1.978107972825860E+01     3.285575665496999E-05     3.530164530095303E-03
-4.80    -2.00    -1.978107972825860E+01     3.285575665494249E-05     3.530164529077453E-03
-4.80    -1.90    -1.978107972825860E+01     3.285575665492065E-05     3.530164528268946E-03
-4.80    -1.80    -1.978107972825860E+01     3.285575665490329E-05     3.530164527626726E-03
-4.80    -1.70    -1.978107972825860E+01     3.285575665488951E-05     3.530164527116592E-03
-4.80    -1.60    -1.978107972825860E+01     3.285575665487856E-05     3.530164526711378E-03
-4.80    -1.50    -1.978107972825860E+01     3.285575665486986E-05     3.530164526389506E-03
-4.80    -1.40    -1.978107972825860E+01     3.285575665486295E-05     3.530164526133834E-03
-4.80    -1.30    -1.978107972825860E+01     3.285575665485747E-05     3.530164525930746E-03
-4.80    -1.20    -1.978107972825860E+01     3.285575665485312E-05     3.530164525769427E-03
-4.80    -1.10    -1.978107972825860E+01     3.285575665484965E-05     3.530164525641287E-03
-4.80    -1.00    -1.978107972825860E+01     3.285575665484690E-05     3.530164525539503E-03
-4.80    -0.90    -1.978107972825860E+01     3.285575665484472E-05     3.530164525458652E-03
-4.80    -0.80    -1.978107972825860E+01     3.285575665484298E-05     3.530164525394429E-03
-4.80    -0.70    -1.978107972825860E+01     3.285575665484160E-05     3.530164525343416E-03
-4.80    -0.60    -1.978107972825860E+01     3.285575665484051E-05     3.530164525302895E-03
-4.80    -0.50    -1.978107972825860E+01     3.285575665483964E-05     3.530164525270708E-03
-4.80    -0.40    -1.978107972825860E+01     3.285575665483895E-05     3.530164525245140E-03
-4.80    -0.30    -1.978107972825860E+01     3.285575665483840E-05     3.530164525224832E-03
-4.80    -0.20    -1.978107972825860E+01     3.285575665483796E-05     3.530164525208700E-03
-4.80    -0.10    -1.978107972825860E+01     3.285575665483761E-05     3.530164525195886E-03
-4.80     0.00    -1.978107972825860E+01     3.285575665483734E-05     3.530164525185707E-03
-4.80     0.10    -1.271870890463239E+01     3.289537067181794E-05     2.784699568347265E-03
-4.80     0.20    -1.239010004528379E+01     3.366429463165819E-05     1.975676619118277E-03
-4.80     0.30    -1.217359992621704E+01     3.563194976136157E-05     1.517313614726934E-03
-4.80     0.40    -1.199591413009022E+01     3.943749637930858E-05     1.275316606522007E-03
-4.80     0.50    -4.228347880343653E+00     4.610073550944004E-05     8.296227087719823E-04
-4.80     0.60    -3.788363418668325E+00     5.745022283205012E-05     4.718920689553405E-04
-4.80     0.70    -3.444606150145920E+00     7.545682563140808E-05     2.686574295434778E-04
-4.80     0.80    -3.142117883892101E+00     1.026581418121240E-04     1.598255485765736E-04
-4.80     0.90    -2.864562620942371E+00     1.422648370117099E-04     1.025945106918602E-04
-4.80     1.00    -2.604406333159402E+00     1.982896418537639E-04     7.138215002990827E-05
-4.80     1.10    -2.357369139219577E+00     2.756978647435314E-04     5.310018751682893E-05
-4.80     1.20    -2.120701500431673E+00     3.805808858423168E-04     4.148828335101567E-05
-4.80     1.30    -1.892487837279118E+00     5.203571653935607E-04     3.353140874585808E-05
-4.80     1.40    -1.671317978153761E+00     7.040280557555359E-04     2.771752773412783E-05
-4.80     1.50    -1.456110508382370E+00     9.424561695231746E-04     2.325040414136711E-05
-4.80     1.60    -1.246011582226405E+00     1.248687185043180E-03     1.968853733080382E-05
-4.80     1.70    -1.040331925238511E+00     1.638345337365586E-03     1.677342117603744E-05
-4.80     1.80    -8.385054290327145E-01     2.130087756892679E-03     1.434475448140135E-05
-4.80     1.90    -6.400608324352519E-01     2.746141202096679E-03     1.229713891515937E-05
-4.80     2.00    -4.446015567878272E-01     3.512925294388268E-03     1.055722169218495E-05
-4.70   -12.60    -1.965959391986611E+01     3.721648287709749E-05     1.674386138937637E-01
-4.70   -12.50    -1.961003784210579E+01     3.672023220756980E-05     1.580675331725468E-01
-4.70   -12.40    -1.956048489563604E+01     3.632534274187540E-05     1.504081462932176E-01
-4.70   -12.30    -1.951093517236190E+01     3.601095569128851E-05     1.441090008211725E-01
-4.70   -12.20    -1.946138869686815E+01     3.576051547026238E-05     1.388910089047599E-01
-4.70   -12.10    -1.941184555326373E+01     3.556087733289990E-05     1.345323379889249E-01
-4.70   -12.00    -1.936230580960315E+01     3.540162147081916E-05     1.308568817516742E-01
-4.70   -11.90    -1.931276954088513E+01     3.527442399288852E-05     1.277247918235855E-01
